?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#poolHasLoanType>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasSecurityIdentifier>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/CIV/AboutCIV/CIVSpecification>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasSecurityIdentifier>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasSecurityIdentifier>	<http://www.w3.org/2000/01/rdf-schema#label>	"has security identifier"@en
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasSecurityIdentifier>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/CIV/Funds/CIV/hasSecurityIdentifier>
<https://spec.edmcouncil.org/fibo/CIV/vocabulary#hasSecurityIdentifier>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#cashflowPrecedence>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#cashflowPrecedence>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#cashflowPrecedence>	<http://www.w3.org/2000/01/rdf-schema#label>	"cashflow precedence"@en
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#cashflowPrecedence>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/AssetBacked/MortgageBackedSecurities/cashflowPrecedence>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#cashflowPrecedence>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#watchDirection>	<http://www.w3.org/2004/02/skos/core#definition>	"The direction in which the credit rating is expected to move, for something which has a credit rating on watch."
<https://spec.edmcouncil.org/fibo/MD/vocabulary#watchDirection>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/MD/AboutMD/MDSpecification>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#watchDirection>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#watchDirection>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/MD/TemporalCore/CreditRatings/watchDirection>
<https://spec.edmcouncil.org/fibo/MD/vocabulary#watchDirection>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#participatingPreferenceShareSeniorToPreferenceShare>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#participatingPreferenceShareSeniorToPreferenceShare>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#participatingPreferenceShareSeniorToPreferenceShare>	<http://www.w3.org/2000/01/rdf-schema#label>	"participating preference share senior to preference share"@en
