?concept	?predicat	?object
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContractualElement>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates an element, such as contractual definitions, terms describing commitments and the like, that forms part of a contract"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContractualElement>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContractualElement>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContractualElement>	<http://www.w3.org/2000/01/rdf-schema#label>	"has contractual element"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContractualElement>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/hasContractualElement>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasContractualElement>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isPartiallyOwnedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"links an interest or position in something (e.g, a formal business organization) to the party that holds or owns it, in whole or in part"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isPartiallyOwnedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isPartiallyOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isPartiallyOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/OwnershipParties/isPartiallyOwnedBy>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isPartiallyOwnedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasInterestPaymentTerms>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasInterestPaymentTerms>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasInterestPaymentTerms>	<http://www.w3.org/2000/01/rdf-schema#label>	"has interest payment terms"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasInterestPaymentTerms>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/hasInterestPaymentTerms>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasInterestPaymentTerms>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSharedSovereigntyOver>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a polity to a geopolitical entity where the polity exercises shared dominion and authority of a political state"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSharedSovereigntyOver>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSharedSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSharedSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#label>	"has shared sovereignty over"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSharedSovereigntyOver>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/GovernmentEntities/GovernmentEntities/hasSharedSovereigntyOver>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasSharedSovereigntyOver>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2004/02/skos/core#definition>	"jurisdiction (country, county, state, province, city) in which the financial instrument is legally recorded for regulatory and/or tax purposes"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2000/01/rdf-schema#label>	"is legally recorded in"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FinancialInstruments/FinancialInstruments/isLegallyRecordedIn>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#isLegallyRecordedIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#buysFrom>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#buysFrom>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#buysFrom>	<http://www.w3.org/2000/01/rdf-schema#label>	"buys from"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#buysFrom>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/ProductsAndServices/ProductsAndServices/buysFrom>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#buysFrom>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCommencementDate>	<http://www.w3.org/2004/02/skos/core#definition>	"the date a party relationship comes into force"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCommencementDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCommencementDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCommencementDate>	<http://www.w3.org/2000/01/rdf-schema#label>	"has commencement date"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCommencementDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<http://www.omg.org/spec/EDMC-FIBO/FND/Parties/Parties/hasCommencementDate>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasCommencementDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasIdentity>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	"This property should be read as being a property of some kind of 'relative thing' as defined externality to this ontology. The property is usually but not exclusively framed with reference to some 'independent thing' but may take other forms and so should be regarded as having a target of 'thing'."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasIdentity>	<http://www.w3.org/2004/02/skos/core#definition>	"provides a means for identifying something that fills a particular role"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasIdentity>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasIdentity>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasIdentity>	<http://www.w3.org/2000/01/rdf-schema#label>	"has identity"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasIdentity>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Relations/Relations/hasIdentity>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#hasIdentity>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/2004/02/skos/core#definition>	"a predicate indicating the calendar year for which the statistical measure is applicable"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/Analytics/forYear>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#forYear>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasHoldingPeriod>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a holding period applicable to some financial asset"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasHoldingPeriod>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasHoldingPeriod>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasHoldingPeriod>	<http://www.w3.org/2000/01/rdf-schema#label>	"has holding period"
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasHoldingPeriod>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesRestrictions/hasHoldingPeriod>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasHoldingPeriod>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#mayBeTradedIn>	<http://www.w3.org/2004/02/skos/core#definition>	"optionally identifies one or more markets in which the security may be traded"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#mayBeTradedIn>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#mayBeTradedIn>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#mayBeTradedIn>	<http://www.w3.org/2000/01/rdf-schema#label>	"may be traded in"
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#mayBeTradedIn>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FBC/FinancialInstruments/FinancialInstruments/mayBeTradedIn>
<https://spec.edmcouncil.org/fibo/FBC/vocabulary#mayBeTradedIn>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isEquityHeldBy>	<http://www.w3.org/2004/02/skos/core#definition>	"links some equity to the party that holds it"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isEquityHeldBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isEquityHeldBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isEquityHeldBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is equity held by"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isEquityHeldBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/OwnershipParties/isEquityHeldBy>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#isEquityHeldBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedBy>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies the party that owns the asset"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedBy>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#label>	"is an asset of"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedBy>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/OwnershipAndControl/Ownership/isOwnedBy>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isOwnedBy>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasActualClosingDate>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasActualClosingDate>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasActualClosingDate>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/SEC/Securities/SecuritiesIssuance/hasActualClosingDate>
<https://spec.edmcouncil.org/fibo/SEC/vocabulary#hasActualClosingDate>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#holdsDuring>	<http://www.w3.org/2004/02/skos/core#definition>	"a relationship that states that some condition or state holds during a specified date period"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#holdsDuring>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#holdsDuring>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#holdsDuring>	<http://www.w3.org/2000/01/rdf-schema#label>	"holds during"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#holdsDuring>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/BusinessDates/holdsDuring>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#holdsDuring>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.businessdictionary.com/definition/elect.html"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://www.w3.org/2000/01/rdf-schema#label>	"elects"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	"http://www.investorwords.com/9558/election.html"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://www.w3.org/2004/02/skos/core#example>	"the election of officers of an association, the election of directors by the shareholders"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://www.w3.org/2004/02/skos/core#definition>	"chooses someone to hold office or some other position by voting"
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/BE/OwnershipAndControl/Executives/elects>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#elects>	<http://www.w3.org/2004/02/skos/core#editorialNote>	"In the case of an election for a member of the board of directors, the bylaws state the manner in which that process is effected. The candidate members may be recommended by the board or other proxy and are then elected by the shareholder. A similar process may be conducted to elect outside auditors."
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isControllingPartyInRole>	<http://www.w3.org/2004/02/skos/core#definition>	"indicates the context of control in which the party plays the role of controlling some thing"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isControllingPartyInRole>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isControllingPartyInRole>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isControllingPartyInRole>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/OwnershipAndControl/Control/isControllingPartyInRole>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isControllingPartyInRole>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isRelativeTo>	<http://www.w3.org/2004/02/skos/core#definition>	"identifies a RelativeDate or RelativeDatePeriod defined relative to this Date"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isRelativeTo>	<http://purl.org/dc/terms/isPartOf>	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isRelativeTo>	<http://www.w3.org/2000/01/rdf-schema#subPropertyOf>	<http://www.w3.org/2004/02/skos/core#related>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isRelativeTo>	<http://www.w3.org/2000/01/rdf-schema#label>	"is relative to"
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isRelativeTo>	<http://www.w3.org/2000/01/rdf-schema#isDefinedBy>	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/isRelativeTo>
<https://spec.edmcouncil.org/fibo/FND/vocabulary#isRelativeTo>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.w3.org/2002/07/owl#ObjectProperty>
<https://spec.edmcouncil.org/fibo/BE/vocabulary#hasFullSovereigntyOver>	<http://www.w3.org/2004/02/skos/core#definition>	"relates a polity to a geopolitical entity where the polity has absolute, supreme and ultimate dominion and authority of a political state subject to no higher power, expressed within its territory in full self-government and in complete freedom from any outside influence"
