?concept	?object	?predicat	1
schedule stub	<https://spec.edmcouncil.org/fibo/ontology/FND/DatesAndTimes/FinancialDates/ScheduleStub>	rel:isDefinedBy	1
schedule stub	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
czk annual swap rate reference banks	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
czk annual swap rate reference banks	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
czk annual swap rate reference banks	"individual representing the FpML floating interest index for the CZK-Annual Swap Rate-Reference Banks"	rel:definition	1
czk annual swap rate reference banks	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
czk annual swap rate reference banks	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/CZK-Annual_Swap_Rate-Reference_Banks>	rel:isDefinedBy	1
czk annual swap rate reference banks	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
put feature	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
put feature	put notification provision	rel:comprises	1
put feature	"FIBIM has term \"Putable Date\" which (by implication, and comparing with definition for \"Next Call Date\") is presumably a single calendar date in the future, at a given point in time. That does not cover the definition of formal terms defining when and how the issue may be put, which is what is modeled here."	rel:editorialNote	1
put feature	"Barron's Dictionary of Business and Economics Terms, Fifth Edition, 2012"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
put feature	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
put feature	"a redemption provision giving the holder the right, but not the obligation, to sell a specified amount of the debt instrument (i.e., redeem it), prior to maturity"	rel:definition	1
put feature	put schedule	rel:comprises	1
put feature	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/PutFeature>	rel:isDefinedBy	1
put feature	"put provision"	rel:altLabel	1
call window	"an explicit period of time prior to a call date during which an issuer or agent must give notice to holders"	rel:definition	1
call window	<https://spec.edmcouncil.org/fibo/SEC/AboutSEC/SECSpecification>	<http://purl.org/dc/terms/isPartOf>	1
call window	<https://spec.edmcouncil.org/fibo/ontology/SEC/Debt/DebtInstruments/CallWindow>	rel:isDefinedBy	1
call window	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
regulation identifier	regulation	rel:identifies	1
regulation identifier	"an identifier associated with a regulation"	rel:definition	1
regulation identifier	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
regulation identifier	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/RegulatoryAgencies/RegulationIdentifier>	rel:isDefinedBy	1
regulation identifier	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
otc transaction party	legal person	rel:hasIdentity	1
otc transaction party	"a party to an over-the-counter agreement"	rel:definition	1
otc transaction party	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>	<http://purl.org/dc/terms/isPartOf>	1
otc transaction party	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/DerivativesBasics/OTCTransactionParty>	rel:isDefinedBy	1
otc transaction party	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
organization member	"identifies that which has a membership role in some organization"	rel:definition	1
organization member	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
organization member	<http://www.omg.org/spec/EDMC-FIBO/FND/Parties/Parties/OrganizationMember>	rel:isDefinedBy	1
organization member	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
usd tbill bloomberg	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
usd tbill bloomberg	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
usd tbill bloomberg	"individual representing the FpML floating interest index for the USD-TBILL-H.15-Bloomberg"	rel:definition	1
usd tbill bloomberg	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
usd tbill bloomberg	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/USD-TBILL-H.15-Bloomberg>	rel:isDefinedBy	1
usd tbill bloomberg	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
ratio value	ratio expression	rel:isEvaluatedBy	1
ratio value	quantity value	rel:hasArgument	1
ratio value	"a proportional relationship specifically between two different quantity values that gives rise to a datum of a specific quantity type"	rel:definition	1
ratio value	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
ratio value	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/RatioValue>	rel:isDefinedBy	1
ratio value	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
european economic area branch	"http://www.eba.europa.eu/risk-analysis-and-data/credit-institutions-register"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	1
european economic area branch	"a branch of a credit institution authorised in another European Economic Area (EEA) country that has the right to passport its activities"	rel:definition	1
european economic area branch	"EEA branch"	rel:altLabel	1
european economic area branch	<https://spec.edmcouncil.org/fibo/FBC/AboutFBC/FBCSpecification>	<http://purl.org/dc/terms/isPartOf>	1
european economic area branch	<https://spec.edmcouncil.org/fibo/ontology/FBC/FunctionalEntities/EuropeanEntities/EUFinancialServicesEntities/EuropeanEconomicAreaBranch>	rel:isDefinedBy	1
european economic area branch	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
eur eonia ois tradition	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
eur eonia ois tradition	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
eur eonia ois tradition	"individual representing the FpML floating interest index for the EUR-EONIA-OIS-10:00-TRADITION"	rel:definition	1
eur eonia ois tradition	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
eur eonia ois tradition	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/EUR-EONIA-OIS-10_00-TRADITION>	rel:isDefinedBy	1
eur eonia ois tradition	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
system of units	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
system of units	"a set of measurement units associated with a system of quantities, together with a set of rules that assign one measurement unit to be the base unit for each base quantity in the system of quantities and a set of rules for the derivation of other units from the base units"	rel:definition	1
system of units	"The International System of Units (SI) is a system of units."	rel:example	1
system of units	system of quantities	rel:appliesTo	1
system of units	<https://spec.edmcouncil.org/fibo/ontology/FND/Quantities/QuantitiesAndUnits/SystemOfUnits>	rel:isDefinedBy	1
system of units	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
system of units	derived unit	rel:defines	1
system of units	base unit	rel:defines	1
system of units	"http://www.omg.org/spec/DTV/1.1/"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/definitionOrigin>	1
system of units	measurement unit	rel:defines	1
observable value	"Derivatives, such as certain exotics, can be based on values ascribed to virtually anything, including weather.  Typically, however, an observable value refers to something that can be readily observed in the marketplace, such as a quoted rate (e.g., interest rate, exchange rate), index value, commodity price, stock price, economic indicator, or something similar as of some point in time."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
observable value	"a value for something that can be observed in the marketplace"	rel:definition	1
observable value	<https://spec.edmcouncil.org/fibo/DER/AboutDER/DERSpecification>	<http://purl.org/dc/terms/isPartOf>	1
observable value	<https://spec.edmcouncil.org/fibo/ontology/DER/DerivativesContracts/DerivativesBasics/ObservableValue>	rel:isDefinedBy	1
observable value	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
verbal contract	"a contract that exists as a result of some verbal exchange"	rel:definition	1
verbal contract	<https://spec.edmcouncil.org/fibo/FND/AboutFND/FNDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
verbal contract	<https://spec.edmcouncil.org/fibo/ontology/FND/Agreements/Contracts/VerbalContract>	rel:isDefinedBy	1
verbal contract	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
gbp usd basis swaps icap	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
gbp usd basis swaps icap	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
gbp usd basis swaps icap	"individual representing the FpML floating interest index for the GBP USD-Basis Swaps-11:00-ICAP"	rel:definition	1
gbp usd basis swaps icap	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
gbp usd basis swaps icap	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/GBP_USD-Basis_Swaps-11_00-ICAP>	rel:isDefinedBy	1
gbp usd basis swaps icap	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
population not in labor force	"There are a number of distinctions with respect to how individuals are counted from country to country, including whether or not they are considered employed if they are on unpaid leave for some reason, and whether or not they are counted multiple times if they have more than one paying job."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
population not in labor force	"U.S. Bureau of Labor Statistics and Statistics Canada reference definitions - https://wiki.edmcouncil.org/pages/viewpage.action?pageId=6358041"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
population not in labor force	"a subset of the civilian, noninstitutional population, that is considered neither employed nor unemployed by the reporting agency during the reporting period"	rel:definition	1
population not in labor force	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
population not in labor force	<https://spec.edmcouncil.org/fibo/ontology/IND/EconomicIndicators/EconomicIndicators/PopulationNotInLaborForce>	rel:isDefinedBy	1
population not in labor force	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
partnership with general and limited partners	"a partnership having both limited partners and general partners"	rel:definition	1
partnership with general and limited partners	<https://spec.edmcouncil.org/fibo/BE/AboutBE/BESpecification>	<http://purl.org/dc/terms/isPartOf>	1
partnership with general and limited partners	<https://spec.edmcouncil.org/fibo/ontology/BE/Partnerships/Partnerships/PartnershipWithGeneralAndLimitedPartners>	rel:isDefinedBy	1
partnership with general and limited partners	<http://www.w3.org/2004/02/skos/core#Concept>	rel:type	1
eur usd basis swaps icap	"Per 2006 ISDA Definitions or Annex to the 2000 ISDA Definitions, Section 7.1 Rate Options, as amended and supplemented through the date on which parties enter into the relevant transaction."	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/explanatoryNote>	1
eur usd basis swaps icap	"http://www.fpml.org/coding-scheme/floating-rate-index-2-20.xml"	<https://spec.edmcouncil.org/fibo/ontology/FND/Utilities/AnnotationVocabulary/adaptedFrom>	1
eur usd basis swaps icap	"individual representing the FpML floating interest index for the EUR USD-Basis Swaps-11:00-ICAP"	rel:definition	1
eur usd basis swaps icap	<https://spec.edmcouncil.org/fibo/IND/AboutIND/INDSpecification>	<http://purl.org/dc/terms/isPartOf>	1
eur usd basis swaps icap	<https://spec.edmcouncil.org/fibo/ontology/IND/InterestRates/CommonInterestRates/EUR_USD-Basis_Swaps-11_00-ICAP>	rel:isDefinedBy	1
